Algorithm,Location,Hub,OrderTime,WaitMinutes,TravelMinutes,TotalMinutes,VehicleID
ABC,Sector 17 Plaza - Point 71,B,07:43,-60.87170906666667,3.2379739333333335,6.475947866666667,B-1
ABC,Rose Garden - Point 15,B,08:34,-44.524052133333335,4.3331006,8.6662012,B-1
ABC,Elante Mall - Point 4,A,08:34,-31.741907766666667,5.978218966666666,11.956437933333332,A-1
ABC,Sector 35 Market - Point 66,D,08:41,-410.02411166666667,5.246250683333333,10.492501366666666,D-1
ABC,Elante Mall - Point 61,A,08:47,-1.0435620666666667,6.303624766666667,12.607249533333334,A-1
ABC,Sector 7 Market - Point 75,A,09:08,-8.392750466666666,3.47869445,6.9573889,A-1
ABC,Punjab University - Point 37,B,09:16,-33.3337988,3.4571149,6.9142298,B-1
ABC,Punjab University - Point 60,B,09:56,-33.0857702,3.4571149,6.9142298,B-1
ABC,Rose Garden - Point 49,B,09:58,4.9142298,4.723145066666667,14.360519933333334,B-1
ABC,39 Sector 39Chandigarh160036,C,09:59,-463.8640054,4.48755175,8.9751035,C-1
ABC,Sector 35 Market - Point 27,B,10:03,9.360519933333334,5.791232066666667,20.942984066666668,B-1
ABC,Sector 22 Market - Point 7,B,10:04,19.942984066666668,4.659445566666666,29.261875200000002,B-1
ABC,Sector 22 Market - Point 55,B,10:42,-8.738124800000001,3.258914083333333,6.517828166666666,B-1
ABC,Sector 7 Market - Point 33,A,10:46,-91.0426111,4.923704316666667,9.847408633333334,A-1
ABC,Sector 17 Plaza - Point 91,B,10:49,-0.4821718333333333,2.2501637000000003,4.500327400000001,B-1
ABC,Rock Garden - Point 19,A,10:59,-3.152591366666667,8.572932216666667,17.145864433333333,A-1
ABC,Punjab University - Point 30,B,11:13,-19.4996726,2.65534695,5.3106939,B-1
ABC,Punjab University - Point 22,B,11:47,-28.6893061,2.246181083333333,4.492362166666666,B-1
ABC,Sector 22 Market - Point 70,B,11:58,-6.507637833333334,3.5195007,7.0390014,B-1
ABC,Sector 7 Market - Point 40,A,13:04,-107.85413556666667,3.0778367166666665,6.155673433333333,A-1
ABC,Sector 7 Market - Point 9,A,13:12,-1.8443265666666666,3.7504062,7.5008124,A-1
ABC,Sector 17 Plaza - Point 20,A,13:25,-5.4991876,3.0856017833333333,6.171203566666667,A-1
ABC,Elante Mall - Point 68,A,13:41,-9.828796433333334,5.909030733333334,11.818061466666668,A-1
ABC,Elante Mall - Point 31,A,13:59,-6.181938533333334,6.1023311,12.2046622,A-1
ABC,Sector 7 Market - Point 18,A,14:01,10.2046622,4.266025333333333,18.736712866666668,A-1
ABC,Punjab University - Point 24,B,14:27,-141.9609986,2.259444916666667,4.518889833333334,B-1
ABC,Elante Mall - Point 35,A,14:33,-13.263287133333334,5.489420366666667,10.978840733333334,A-1
ABC,Sector 7 Market - Point 62,A,14:39,4.978840733333333,4.500507783333333,13.9798563,A-1
ABC,Elante Mall - Point 34,A,15:10,-17.0201437,5.739466416666667,11.478932833333333,A-1
ABC,Sector 7 Market - Point 54,A,15:21,0.47893283333333336,3.5690218333333332,7.616976500000001,A-1
ABC,Rose Garden - Point 58,B,15:21,-49.48111016666667,4.099974283333333,8.199948566666666,B-1
ABC,Sector 7 Market - Point 78,A,15:33,-4.383023499999999,4.80482515,9.6096503,A-1
ABC,39D Sector 39 Chandigarh 160036,C,15:36,-328.0248965,4.48755175,8.9751035,C-1
ABC,Sukhna Lake - Point 32,A,15:53,-10.3903497,5.632707300000001,11.265414600000001,A-1
ABC,Sector 7 Market - Point 13,A,16:05,-0.7345854,4.7361222,9.4722444,A-1
ABC,Rose Garden - Point 98,B,16:13,-43.80005143333334,3.7056130666666665,7.411226133333333,B-1
ABC,Rock Garden - Point 16,A,16:19,-4.527755600000001,6.968642849999999,13.937285699999999,A-1
ABC,Punjab University - Point 100,B,16:25,-4.588773866666667,2.65534695,5.3106939,B-1
ABC,Elante Mall - Point 1,A,16:25,7.9372857,5.909030733333334,19.755347166666663,A-1
ABC,Punjab University - Point 79,B,16:27,3.3106939,2.5641454666666665,8.438984833333333,B-1
ABC,Sector 35 Market - Point 46,A,16:43,1.7553471666666667,5.350490866666666,12.456328899999999,A-1
ABC,Sector 26 Food Court - Point 59,A,16:53,2.4563289000000004,4.907478333333333,12.271285566666668,A-1
ABC,Sector 26 Food Court - Point 56,A,16:58,7.271285566666666,4.39259485,16.056475266666666,A-1
ABC,Sector 35 Market - Point 11,A,17:04,10.056475266666666,4.871094783333334,19.79866483333333,A-1
ABC,Sector 35 Market - Point 51,B,17:30,-54.56101516666667,5.435105466666667,10.870210933333334,B-1
ABC,Elante Mall - Point 47,A,17:52,-28.20133516666667,5.607759533333334,11.215519066666667,A-1
ABC,Sector 22 Market - Point 44,B,18:10,-29.129789066666667,2.5602156333333337,5.120431266666667,B-1
ABC,Sukhna Lake - Point 5,A,18:19,-15.784480933333333,8.501588433333334,17.003176866666667,A-1
ABC,Sukhna Lake - Point 50,A,18:19,17.003176866666667,8.501588433333334,34.006353733333334,A-1
ABC,Sector 7 Market - Point 93,A,18:24,29.006353733333334,4.80482515,38.61600403333333,A-1
ABC,Rock Garden - Point 26,B,18:26,-10.879568733333334,7.1544189,14.3088378,B-1
ABC,Ambedkar Awas YojnaSector 56 Chandigarh,C,18:31,-166.0248965,3.7056533333333332,7.4113066666666665,C-1
ABC,Rock Garden - Point 21,A,18:54,8.616004033333333,5.872933216666667,20.36187046666667,A-1
ABC,Punjab University - Point 52,B,19:20,-39.6911622,2.5146488333333332,5.0292976666666664,B-1
ABC,Sector 26 Food Court - Point 96,A,20:02,-47.638129533333334,4.243382216666666,8.486764433333333,A-1
ABC,Sector 35 Market - Point 17,D,20:08,-676.5074986333333,4.37297215,8.7459443,D-1
ABC,Sector 17 Plaza - Point 42,B,20:15,-49.97070233333333,3.5627028666666667,7.125405733333333,B-1
ABC,Rock Garden - Point 94,B,21:22,-59.87459426666667,7.1544189,14.3088378,B-1
ABC,Sector 22 Market - Point 92,A,21:50,-99.51323556666667,3.164261516666667,6.328523033333334,A-1
ABC,Sector 7 Market - Point 64,A,21:52,4.328523033333334,4.69716385,13.722850733333333,A-1
ABC,Sukhna Lake - Point 48,A,22:12,-6.277149266666667,8.501588433333334,17.003176866666667,A-1
ABC,Sector 17 Plaza - Point 73,B,22:30,-53.6911622,3.5627028666666667,7.125405733333333,B-1
ABC,Elante Mall - Point 69,A,22:34,-4.996823133333334,3.8328853499999997,7.6657706999999995,A-1
ABC,Location_1,D,22:41,-144.2540557,3.7227907333333334,7.445581466666667,D-1
ABC,Sector 35 Market - Point 29,D,22:41,7.445581466666667,5.150942466666667,17.7474664,D-1
ABC,Sector 22 Market - Point 97,A,23:05,-23.3342293,3.6138471,7.2276942,A-1
ABC,Sukhna Lake - Point 67,A,23:15,-2.7723058,6.627457683333334,13.254915366666667,A-1
ABC,Punjab University - Point 6,B,23:15,-37.87459426666667,2.259444916666667,4.518889833333334,B-1
ABC,Punjab University - Point 74,B,23:18,1.5188898333333334,2.05560635,5.630102533333333,B-1
ABC,Sector 55,C,23:22,-283.5886933333333,3.3405224833333333,6.681044966666667,C-1
ABC,Sector 35 Market - Point 84,D,23:25,-26.2525336,4.37297215,8.7459443,D-1
ABC,Rose Garden - Point 87,B,23:37,-13.369897466666666,3.8416849166666664,7.683369833333333,B-1
