Algorithm,Location,Hub,OrderTime,WaitMinutes,TravelMinutes,TotalMinutes,VehicleID
Dijkstra,Sector 17 Plaza - Point 71,B,07:43,-75.34652563333334,3.4069579666666665,6.813915933333333,B-2
Dijkstra,Rose Garden - Point 15,B,08:34,-112.1381133,4.562398983333334,9.124797966666668,B-1
Dijkstra,Elante Mall - Point 4,A,08:34,-89.73458793333333,6.220765166666666,12.441530333333333,A-2
Dijkstra,Sector 35 Market - Point 66,D,08:41,-419.5083875333333,5.108799366666667,10.217598733333334,D-1
Dijkstra,Elante Mall - Point 61,A,08:47,-59.76218703333333,7.142241416666667,14.284482833333334,A-3
Dijkstra,Sector 7 Market - Point 75,A,09:08,-78.93353066666667,3.388016716666667,6.776033433333334,A-1
Dijkstra,Punjab University - Point 37,B,09:16,-86.18608406666667,3.245177683333333,6.490355366666666,B-2
Dijkstra,Punjab University - Point 60,B,09:56,-72.87520203333334,3.245177683333333,6.490355366666666,B-1
Dijkstra,Rose Garden - Point 49,B,09:58,-35.50964463333333,4.933881133333333,9.867762266666666,B-2
Dijkstra,39 Sector 39Chandigarh160036,C,09:59,-364.1394907,2.95563565,5.9112713,C-1
Dijkstra,Sector 35 Market - Point 27,B,10:03,-0.5096446333333333,5.159130466666666,10.318260933333333,B-1
Dijkstra,Sector 22 Market - Point 7,A,10:04,-77.55846966666667,2.46258175,4.9251635,A-2
Dijkstra,Sector 22 Market - Point 55,B,10:42,-34.13223773333333,3.5979043,7.1958086,B-2
Dijkstra,Sector 7 Market - Point 33,A,10:46,-104.71551716666666,4.953328316666667,9.906656633333334,A-3
Dijkstra,Sector 17 Plaza - Point 91,B,10:49,-35.681739066666665,2.9731700833333337,5.946340166666667,B-1
Dijkstra,Rock Garden - Point 19,A,10:59,-104.22396656666666,8.60457845,17.2091569,A-1
Dijkstra,Punjab University - Point 30,B,11:13,-23.804191399999997,2.433890716666667,4.867781433333334,B-2
Dijkstra,Punjab University - Point 22,B,11:47,-52.053659833333334,2.118125866666667,4.236251733333334,B-1
Dijkstra,Sector 22 Market - Point 70,B,11:58,-40.132218566666666,3.8584909166666668,7.7169818333333335,B-2
Dijkstra,Sector 7 Market - Point 40,A,13:04,-175.0748365,3.3605473,6.7210946,A-2
Dijkstra,Sector 7 Market - Point 9,A,13:12,-136.0933433666667,3.6597284666666665,7.319456933333333,A-3
Dijkstra,Sector 17 Plaza - Point 20,A,13:25,-128.7908431,3.1429516833333335,6.285903366666667,A-1
Dijkstra,Elante Mall - Point 68,A,13:41,-30.2789054,6.774845966666667,13.549691933333333,A-2
Dijkstra,Elante Mall - Point 31,A,13:59,-39.68054306666667,6.826063899999999,13.652127799999999,A-3
Dijkstra,Sector 7 Market - Point 18,A,14:01,-29.714096633333334,4.215588666666666,8.431177333333332,A-1
Dijkstra,Punjab University - Point 24,B,14:27,-155.76374826666668,2.10486205,4.2097241,B-1
Dijkstra,Elante Mall - Point 35,A,14:33,-38.45030806666667,5.453762083333333,10.907524166666667,A-2
Dijkstra,Sector 7 Market - Point 62,A,14:39,-29.568822666666666,4.450071116666667,8.900142233333334,A-1
Dijkstra,Elante Mall - Point 34,A,15:10,-57.3478722,6.076898966666667,12.153797933333333,A-3
Dijkstra,Sector 7 Market - Point 54,A,15:21,-37.09247583333333,3.5185851666666665,7.037170333333333,A-2
Dijkstra,Rose Garden - Point 58,B,15:21,-195.28301816666666,4.329272666666666,8.658545333333333,B-2
Dijkstra,Sector 7 Market - Point 78,A,15:33,-45.099857766666666,4.756517766666667,9.513035533333333,A-1
Dijkstra,39D Sector 39 Chandigarh 160036,C,15:36,-331.0887287,2.95563565,5.9112713,C-1
Dijkstra,Sukhna Lake - Point 32,A,15:53,-30.846202066666667,5.624156116666667,11.248312233333333,A-3
Dijkstra,Sector 7 Market - Point 13,A,16:05,-36.96282966666667,4.685685533333333,9.371371066666667,A-2
Dijkstra,Rose Garden - Point 98,B,16:13,-101.79027590000001,4.1887524166666665,8.377504833333333,B-1
Dijkstra,Rock Garden - Point 16,A,16:19,-36.48696446666667,7.000289083333333,14.000578166666665,A-1
Dijkstra,Punjab University - Point 100,B,16:25,-55.341454666666664,2.433890716666667,4.867781433333334,B-2
Dijkstra,Elante Mall - Point 1,A,16:25,-20.751687766666667,6.774845966666667,13.549691933333333,A-3
Dijkstra,Punjab University - Point 79,B,16:27,-5.622495166666667,2.43094335,4.8618867,B-1
Dijkstra,Sector 35 Market - Point 46,A,16:43,-28.628628933333335,5.2150100833333335,10.430020166666667,A-2
Dijkstra,Sector 26 Food Court - Point 59,A,16:53,-19.999421833333333,4.688166,9.376332,A-1
Dijkstra,Sector 26 Food Court - Point 56,A,16:58,-19.450308066666665,4.344287483333333,8.688574966666666,A-3
Dijkstra,Sector 35 Market - Point 11,A,17:04,-10.569979833333333,3.6515385499999997,7.303077099999999,A-2
Dijkstra,Sector 35 Market - Point 51,A,17:30,-27.623668000000002,5.086302333333333,10.172604666666667,A-1
Dijkstra,Elante Mall - Point 47,A,17:52,-45.31142503333333,5.57210125,11.1442025,A-3
Dijkstra,Sector 22 Market - Point 44,A,18:10,-58.6969229,3.6333993333333336,7.266798666666667,A-2
Dijkstra,Sukhna Lake - Point 5,A,18:19,-38.827395333333335,8.533234666666667,17.066469333333334,A-1
Dijkstra,Sukhna Lake - Point 50,A,18:19,-15.8557975,8.533234666666667,17.066469333333334,A-3
Dijkstra,Sector 7 Market - Point 93,A,18:24,-6.733201333333333,4.756517766666667,9.513035533333333,A-2
Dijkstra,Rock Garden - Point 26,B,18:26,-116.13221856666668,7.326737183333334,14.653474366666668,B-2
Dijkstra,Ambedkar Awas YojnaSector 56 Chandigarh,C,18:31,-169.0887287,4.06769815,8.1353963,C-1
Dijkstra,Rock Garden - Point 21,A,18:54,-20.486964466666667,5.90457945,11.8091589,A-2
Dijkstra,Punjab University - Point 52,B,19:20,-168.1381133,1.73529895,3.4705979,B-1
Dijkstra,Sector 26 Food Court - Point 96,A,20:02,-85.93353066666667,4.161226416666667,8.322452833333333,A-1
Dijkstra,Sector 35 Market - Point 17,D,20:08,-676.7824012666666,4.615899266666667,9.231798533333334,D-1
Dijkstra,Sector 17 Plaza - Point 42,B,20:15,-94.34652563333334,3.7316869,7.4633738,B-2
Dijkstra,Rock Garden - Point 94,B,21:22,-118.5294021,7.326737183333334,14.653474366666668,B-1
Dijkstra,Sector 22 Market - Point 92,A,21:50,-193.93353066666666,2.29979155,4.5995831,A-3
Dijkstra,Sector 7 Market - Point 64,A,21:52,-166.1908411,4.646727183333334,9.293454366666667,A-2
Dijkstra,Sukhna Lake - Point 48,A,22:12,-121.67754716666667,8.533234666666667,17.066469333333334,A-1
Dijkstra,Sector 17 Plaza - Point 73,B,22:30,-127.5366262,3.7316869,7.4633738,B-2
Dijkstra,Elante Mall - Point 69,A,22:34,-39.400416899999996,5.3015482,10.6030964,A-3
Dijkstra,Location_1,D,22:41,-143.76820146666665,3.270279616666667,6.540559233333334,D-1
Dijkstra,Sector 35 Market - Point 29,D,22:41,6.540559233333334,4.775486533333334,16.0915323,D-1
Dijkstra,Sector 22 Market - Point 97,A,23:05,-63.706545633333334,3.2566345333333335,6.513269066666667,A-2
Dijkstra,Sukhna Lake - Point 67,A,23:15,-45.93353066666667,6.618906483333333,13.237812966666667,A-1
Dijkstra,Punjab University - Point 6,B,23:15,-98.34652563333334,2.10486205,4.2097241,B-1
Dijkstra,Punjab University - Point 74,B,23:18,-40.5366262,1.83407695,3.6681539,B-2
Dijkstra,Sector 55,C,23:22,-282.8646037,3.702567283333333,7.405134566666666,C-1
Dijkstra,Sector 35 Market - Point 84,D,23:25,-27.908467700000003,4.615899266666667,9.231798533333334,D-1
Dijkstra,Rose Garden - Point 87,B,23:37,-17.790275899999997,4.167851583333333,8.335703166666667,B-1
